Customer ID,Customer Verbatim
5173-WXOQV,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
2040-OBMLJ,Customer had a minor issue with the app login but loves the service overall.
6286-ZHAOK,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
3807-XHCJH,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
8859-AXJZP,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
3174-AKMAS,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
9926-PJHDQ,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
7382-DFJTU,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
2798-NYLMZ,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
8098-TDCBU,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
3551-GAEGL,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
3196-NVXLZ,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
0036-IHMOT,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
4178-EGMON,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
4220-TINQT,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
5318-YKDPV,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
7975-TZMLR,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
0295-QVKPB,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
4335-BSMJS,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
9146-JRIOX,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
5337-IIWKZ,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
9650-VBUOG,Support note: assisted customer with resetting their password. Service is running normally.
3487-EARAT,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
2672-TGEFF,Support note: assisted customer with resetting their password. Service is running normally.
8184-WMOFI,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
6092-QZVPP,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
4625-LAMOB,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
0392-BZIUW,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
6549-NNDYT,App review: 'Been a customer for years and the connection has never let me down. Highly recommend!'
0422-OHQHQ,App review: 'Been a customer for years and the connection has never let me down. Highly recommend!'
6916-HIJSE,Customer is satisfied with the Cable internet speed but feels the monthly cost is slightly high compared to new customer promotions.
2316-ESMLS,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
9778-OGKQZ,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
7408-OFWXJ,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
6007-TCTST,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
2252-NKNSI,Support note: assisted customer with resetting their password. Service is running normally.
8713-IGZSO,Customer is satisfied with the phone connection speed but feels the monthly cost is slightly high compared to new customer promotions.
7905-TVXTA,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
7695-PKLCZ,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
8374-UULRV,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
3224-DFQNQ,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
